sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WRW4817DD,Antigal  Aduentus Classic,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,614,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4621-1774263062976,0.9,validated
WRW4818DD,Antigal  Aduentus Mediterraneo,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,615,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4620-1774263062976,0.9,validated
WRW4841AA,"La Spinetta   Barbera d'Asti ""Ca Di Pian"" DOCG",Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,616,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3197-1774263062967,0.9,validated
WRW4843AA,"La Spinetta   Monferrato Rosso "" Pin ""DOC",Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,617,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3021-1774263062966,0.9,validated
WRW4848AA,Livon  Collio Merlot DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,618,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3298-1774263062967,0.9,validated
WRW4850AA,Livon  Collio Cabernet Sauvignon DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,619,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3299-1774263062968,0.9,validated
WRW4851AA,Livon  Tiareblu Grand Cru IGT,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,620,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3239-1774263062967,0.9,validated
WRW4860DD,Viu Manent  Viu 8 Cuvee Infinito,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,621,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4567-1774263062976,0.92,validated
WRW4863BN,Chateau Carignan (Cadillac Cotes de Bordeaux),France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,622,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-2692-1774263062964,0.9,validated
WRW4864BN,Chateau Brisson  Castillon Cotes de Bordeaux AOC,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,623,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-2693-1774263062964,0.9,validated
WRW4870AA,Livio Felluga  Refosco dal Peduncolo DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,624,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3184-1774263062967,0.9,validated
WRW4876AD,Wente Vineyards  Wente Riva Ranch Pinot Noir,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,625,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3737-1774263062969,0.9,validated
WRW4885AD,Ogier  Lou Camine Lirac,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,626,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3842-1774263062970,0.9,validated
WRW4894AA,"Batasiolo  Dolcetto d' Alba ""Arie"" DOC",Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,627,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3038-1774263062966,0.9,validated
WRW4911AA,Alois Lageder  Cabernet Riserva DOC,Italy,Trentino-Alto Adige,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,628,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3154-1774263062967,0.9,validated
WRW4912AA,Alois Lageder  Merlot MMXIII  DOC,Italy,Trentino-Alto Adige,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,629,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3059-1774263062966,0.9,validated
WRW4914AA,Damilano  Barbera D'Asti DOCG,Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,630,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3294-1774263062967,0.88,validated
WRW4915AA,Damilano  Dolcetto D' Alba DOC,Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,631,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3218-1774263062967,0.88,validated
WRW4916AA,"Damilano  Barbera D'Alba ""LABLU"" DOC",Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,632,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3234-1774263062967,0.88,validated
WRW4924AA,Coterella  Trentanni IGT,Italy,Umbria,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,633,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3009-1774263062966,0.9,validated
WRW4930AA,Jermann  Red Angel Pinot Nero Venezia DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,634,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3029-1774263062966,0.9,validated
