sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,desc_en_full,bottle_size,price,validation_status,enrichment_priority,quality_score_total,score_completeness,score_description,score_taxonomy,score_consistency,score_enrichment,scope,missing_fields,issues
WRW5243CU,WRW5243,Cuatro Mill  Discolo Cinco de Copas ,Red Wine,Cherry Red Color,Tempranillo,Spain,Toro,,,Current vintage,Cuatro Mill,,Full,High,High,"[""fruit"",""spice""]",Beef|Lamb|Cured Meat|Hard Cheese,1,"Cherry Red Color, with medium-high layer, with a lot of aromatic intensity, highlighting the nuances of spices and roasted, accompanied by a background of black fruits, in the mouth is voluminous without being aggressive, with a long finish.","Cherry Red Color, with medium-high layer, with a lot of aromatic intensity, highlighting the nuances of spices and roasted, accompanied by a background of black fruits, in the mouth is voluminous without being aggressive, with a long finish.",750 ml,1500,validated,2,82,32,15,20,5,10,wine,grape_variety,"desc_en_short too long (> 200 chars); Vintage not clean 4-digit year: ""Current vintage"""
WRW5288AA,WRW5288,"Brancaia  Rosso Toscana ""IL Blu"" IGT",Red Wine,Dense ruby red,,Italy,Tuscany,,,,Brancaia,Cabernet Sauvignon,Full,Medium,High,"[""oak""]",Beef|Lamb|Cured Meat|Pasta,0.767,"Brancaia Cabernet Sauvignon comes from our Maremma estate on the Tuscan coast. This easily accessible wine, which matures in oak for 12 months, is smooth and velvety and has a lasting finish. The perfect ""little brother"" of our top wine from the vineyards in the same region, Brancaia Ilatraia.","<div class=""prod-desc""><p>Brancaia Cabernet Sauvignon comes from our Maremma estate on the Tuscan coast. This easily accessible wine, which matures in oak for 12 months, is smooth and velvety and has a lasting finish. The perfect ""little brother"" of our top wine from the vineyards in the same region, Brancaia Ilatraia.</p></div>",,4365,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5306FC,WRW5306,Bodegas Piqueras  Black Label,Red Wine,Intense red,"Monastrell, 50% Syrah",Spain,Others region,,,Current vintage,Bodegas Piqueras,,Medium,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Soft Cheese|Barbecue|Pasta,1,"Ripe red cherries, raspberries, crushed boysenberries, red plums and a touch of vanilla spice on the nose. Medium-bodied and deep in colour with well integrated fine juicy tannins, persistent and soft on the palate with a silky fruit-forward finish. Enjoy this smooth red by itself or with grilled, roasted or fried dishes, barbecued red meats, rice and pasta dishes, cured salted meats (jamón, chorizo) and semi-cured cheeses.","Vinification :

harvest starting 15 September, spontaneous wild fermentation with gradual increase in temperature up to 29º C. to obtain good colour and then a gradual decrease to 23 ºC. to preserve the primary aroma of the fruit, racking by gravity, 4-6 months in oak.",750 ml,800,validated,2,82,32,15,20,5,10,wine,grape_variety,"desc_en_short too long (> 200 chars); Vintage not clean 4-digit year: ""Current vintage"""
WRW5311FC,WRW5311,Bodegas LAN  Rioja Crianza,Red Wine,Bright cherry red with a garnet rim.,,Spain,Rioja,,,,Bodegas LAN,Tempranillo,Medium,Medium,Medium,"[""fruit"",""spice"",""oak"",""mineral""]",Beef|Lamb|Cured Meat|Hard Cheese|Pasta,0.957,"Bright cherry red with a garnet rim. An elegant nose with predominant notes of red and stone fruits: strawberry, raspberry and peach. Patisserie and cream enveloped in elegant notes of vanilla and caramel and a subtle hint of cinnamon. It is flavourful and expressive on the palate. It is immediately inviting, enveloping the palate and leaving a long and pleasant aftertaste, due to its rounded, ripe tannins.","Our most famous wine, the one that best reflects our innovations in ageing, as we started to use hybrid oak barrels (with French oak bases and American oak staves) for LAN Crianza as long as two decades ago, contributing to its unmistakeable character.",,1409,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5329AA,WRW5329,Cantine Leonardo Da Vinci  Da Vinci I Capolavori Brunello di Montalcino DOCG,Red Wine,"Clear, crimson red in color verging on garnet.",Sangiovese,Italy,Tuscany,Montalcino,Brunello di Montalcino,,Cantine Leonardo Da Vinci,Sangiovese,Full,Medium,Medium,"[""oak""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.928,"Leonardo’s art and in this famous wine are the epitome of Tuscany: power, classicism and elegance, a harmonious combination of refined characteristics. Maceration on the skins; during 15-20 days of fermentation, a light pumping-over is performed frequently and delestage (rack and return) is carried out to increase complexity. In order to achieve the maximum extraction of color and tannins, fermentation takes place in stainless-steel containers at controlled temperatures of 30-32°C. When fermentation is over, the wine is aged in oak barrels for at least 2 years.","<div class=""prod-desc"">
<p>Leonardo’s art and in this famous wine are the epitome of Tuscany: power, classicism and elegance, a harmonious combination of refined characteristics. Maceration on the skins; during 15-20 days of fermentation, a light pumping-over is performed frequently and delestage (rack and return) is carried out to increase complexity. In order to achieve the maximum extraction of color and tannins, fermentation takes place in stainless-steel containers at controlled temperatures of 30-32°C. When fermentation is over, the wine is aged in oak barrels for at least 2 years.</p>
</div>",,2105,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5340AD,WRW5340,E.Guigal  Chateauneuf du Pape Chateau De Nalys - Grand Vin,Red Wine,"Deep, dark and dense red.",,France,Rhône Valley,,,,E.Guigal  Chateauneuf du Pape Chateau De Nalys,"Grenache, Syrah, Mourvèdre",Full,Medium,Medium,"[""spice"",""oak""]",Beef|Mushroom|Hard Cheese|Pasta,0.778,"<p><strong>Château de Nalys - Grand Vin</strong></p>
<p>""Four centuries old, the exceptional terroirs of the Château de Nalys are managed under the keen auspices of Marcel and Philippe Guigal. They are passionate about making the wines in this flagship domain in the South.""</p>
<p>This Grand Vin de Châteauneuf-du-Pape is a perfect example of the class and complexity of Château de Nalys. An elegant palate with silky, powerful and long-lasting tannins.</p>
<p> </p>","<div class=""prod-desc"">
<p>Winemaker Notes</p>
<p>Manual harvest and sorting, followed by vinification in wooden conical vats. Vinification lasts around 4 weeks.</p>
<p>Ageing</p>
<p>Aging for 18 months of which 30% in wood (barrels and foudres).</p>
</div>",,4199,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5350DD,WRW5350,Botter  Primitivo Puglia (Organic Wine),Red Wine,Deep ruby redIntense purple colour,Zinfandel,Italy,Veneto,,,,Botter,Zinfandel,Full,Low,High,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Hard Cheese|Spicy Food|Barbecue|Pasta,0.916,"Intense purple colour. This wine has a pleasant, characteristic and ethereal bouquet. Fruity, with notes of plums cherry marmalade and tobacco; spicy with an aftertaste of cocoa, coffee and vanilla. Great wine for roasted and grilled meats. Ideal with game dishes. Excellent with mature hard cheeses.","<div class=""prod-desc"">
<p>Botter means wines since 1928. A wide range of products, many of which are made with grapes from native vines in order to underline our multi-territorial approach that spans the whole of Italy, from the North to the South. From the wines of Veneto to those of Sicily and Apulia, our selection traces out a map of Italian oenological culture and taste that reveals a shared passion.</p>
<p>Testing Nose</p>
<p>Intense purple colour. This wine has a pleasant, characteristic and ethereal bouquet. Fruity, with notes of plums cherry marmalade and tobacco; spicy with an aftertaste of cocoa, coffee and vanilla. Great wine for roasted and grilled meats. Ideal with game dishes. Excellent with mature hard cheeses.</p>
</div>",,705,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5381DH,WRW5381,Rocca di Montegrossi  Chianti Classico DOCG,Red Wine,,,Italy,Tuscany,,Chianti Classico,,Rocca di Montegrossi,Sangiovese,Full,Medium,Medium,"[""fruit"",""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.83,"<p><strong>93 points in James Suckling -</strong> ""Blueberries and cherries with floral and cocoa-powder undertones. Medium to full body, ripe tannins and a flavorful finish. Lovely length to this, especially for this difficult vintage. From organically grown grapes. Drink or hold.""</p>
<p><strong>92 points in Wine Spectator</strong> - ""A rich, plum- and black cherry&ndash;infused red, pitting the lush texture against a solid base of tannins. Tobacco, earth and mineral notes add depth. The finish is vibrant and long. Drink now through 2030.""</p>","<div class=""prod-desc"">
<p>Located in the Commune of Gaiole in Chianti, Rocca di Montegrossi was established by Geremia, founder of the Ricasoli-Firidolfi family, during the Longobard period (VII-VIII Centuries AD). It is strategically located, dominating much of Chianti and the Valdarno Superiore, and has had an adventurous, rich, and at time dramatic history.</p>
</div>",,1569,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5394FC,WRW5394,Chateau Musar  Jeune Red,Red Wine,A deep burgundy red,,France,Burgundy,,,,Chateau Musar,"Cinsault, Syrah, Cabernet Sauvignon",Medium,Medium,Low,"[""fruit"",""spice"",""oak"",""floral""]",Beef|Lamb|Cured Meat|Barbecue,0.714,"This vintage is a deep burgundy red with an attractive red cherry and violet aroma.  Juicy, sweet summer fruits; raspberries, black cherries with hints of elderberry and hibiscus dominate the palate which is beautifully balanced with soft tannins and fresh underlying acidity and incense like spice.","Musar Jeune Red

Chateau Musar first started producing the Musar Jeune range of wines in 2006 from the fruit of low-yielding Bekaa Valley vines at around 1,000 metres above sea level. Altitude keeps the average temperature at 25 degrees Celsius with hot sunny days and cool nights and with 300 days of sunshine a year, grapes are ripened to perfection.

Unoaked and made according to Musar’s natural non-interventionist winemaking philosophy, Musar Jeune wines are vibrantly fruity, richly concentrated and this vintage is no exception.

The Musar Jeune Red 2014 is a blend of old vines Cinsault (45%), Syrah (45%) and Cabernet Sauvignon (10%) from organically certified vineyards, harvested during the last week of August 2014. The wines fermented in concrete vats between 27 and 29 degrees Celsius, they were not fined or filtered and the sedimentation occurred naturally. Blending of the 3 varieties took place in March 2015, it rested in concrete vats again until being bottled in the summer of 2015.",,1409,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5421AH,WRW5421,Robert Mondavi   Private Selection  Vint Rye Barrel-Aged Red Blend,Red Wine,"Deep, rich ruby in color",Cabernet Sauvignon Blended,USA,California,,,Current vintage,Robert Mondavi,,Full,Medium,Medium,"[""fruit"",""spice"",""herbal"",""oak"",""floral""]",Beef|Cured Meat|Soft Cheese,1,"<p>Ripe fruit flavors are focused and intense with toasted oak spice. Broad, chewy tannins and a hint of smoke round out the wine with a lingering finish. And opens with ripe aromas of black cherry, anise, and blackberry, with hints of sage, lavender, oak spice and smoke.</p>","Ripe fruit flavors are focused and intense with toasted oak spice. Broad, chewy tannins and a hint of smoke round out the wine with a lingering finish. And opens with ripe aromas of black cherry, anise, and blackberry, with hints of sage, lavender, oak spice and smoke.",750 ml,1199,validated,2,82,32,15,20,5,10,wine,grape_variety,"desc_en_short too long (> 200 chars); Vintage not clean 4-digit year: ""Current vintage"""
WRW5462FJ,WRW5462,Casisano  Colombaiolo Brunello di Montalcino DOCG,Red Wine,Deep ruby with garnet edges,Sangiovese,Italy,Tuscany,,Brunello di Montalcino,,Casisano,Sangiovese,Full,Medium,Medium,"[""herbal"",""earth"",""floral"",""mineral""]",Beef|Lamb|Mushroom|Hard Cheese,0.899,"<p>Colombaiolo Brunello is a wine of <strong>depth, grace, and regional purity</strong>. Aromas of <strong>ripe red fruit, dried rose petals, tobacco leaf, and soft herbs</strong> unfold over a balanced and structured palate.</p>
<p>Its fine tannins and lively acidity make it equally enjoyable now or <strong>age-worthy for 10–20+ years</strong>, offering a true reflection of the Montalcino soul in a single-vineyard bottling.</p>","<div class=""prod-desc"">
<p>Owned by the renowned Tommasi Family Estates, Casisano is one of Montalcino’s rising stars. The Colombaiolo vineyard is a prized single-vineyard site located on the southeastern slopes of Montalcino—an area known for its galestro and limestone-rich soils, which are ideal for growing Sangiovese Grosso.</p>
<p>This Brunello is a selection from this specific plot, representing the terroir's full character and finesse, crafted with traditional vinification and aged according to DOCG regulations.</p>
</div>",,4899,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
