sku,name,classification,country,region,subregion,short_description,description,updated_at,magento_readiness,quality_blockers,quality_warnings,current_validation_status,enrichment_quality_grade,review_priority,popularity_revenue_90d,popularity_orders_90d,wn_stock
LWH1149AA,Glenfiddich 15 Years Old Chinese New Year Gift Pack 2025,Wine product,Scotland,Speyside,Speyside,"Speyside's Solera innovation: three cask types married in an Oregon pine vat never emptied since 1998, distilled at Dufftown's Robbie Dhu spring.","<p>When Glenfiddich introduced the Solera Vat in 1998, it transplanted a sherry-bodega technique into the heart of Speyside — an Oregon pine tun that has <strong>never been fully emptied</strong>, meaning every bottle of the 15 Year Old carries a molecular trace of that original fill. The distillery sits at the base of the Conval Hills in Dufftown, drawing exclusively from the <strong>Robbie Dhu Spring</strong>, a mineral-rich highland source whose catchment the Grant family protected by acquiring the surrounding land — the same water used for mashing, fermentation, and reduction to bottling strength. Three distinct cask types — <strong>virgin American oak, ex-bourbon, and ex-Oloroso sherry</strong> — each contribute for a minimum of 15 years before the whisky enters the Solera Vat, where the perpetual reserve integrates successive fills into a single, layered character: the virgin oak drives coconut and toasted vanilla, ex-bourbon adds ripe orchard fruit, and ex-sherry contributes dried fig and warm spice. Glenfiddich's distinctively small, swan-neck copper pot stills — <strong>pear-shaped wash stills (~9,000 L) and constricted-neck spirit stills (~4,500 L)</strong> — produce a light, high-ester new make that preserves fruit clarity through decades of wood contact. The three-cask Solera architecture is unmatched in the standard Speyside core range, producing a depth of integration no single-cask-type maturation at this age statement can replicate. Bottled at <strong>40% ABV</strong>, chill-filtered, on-site at Dufftown. This 2025 Chinese New Year gift pack presents the expression in commemorative packaging.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,HIGH,0,0,0
LWH1150AA,Glenfiddich 18 Years Old Chinese New Year Gift Pack 2025,Wine product,Scotland,Speyside,Speyside,"Speyside 18YO from Dufftown's Robbie Dhu spring — 18–20% Oloroso sherry cask component married in oak tuns, bottled on-site at 40% ABV.","<p>William Grant broke ground on Glenfiddich in 1886 using secondhand stills and family labour, running first spirit on Christmas Day 1887 — a founding act of stubborn self-sufficiency that persists today: Glenfiddich remains one of very few Speyside distilleries to distil, mature, and bottle entirely on a single site in Dufftown. The 18 Year Old is the expression where that patience becomes most legible. <strong>Water drawn exclusively from the Robbie Dhu Spring</strong> — a mineral-rich highland source in the Conval Hills, whose catchment the Grant family protected by acquiring the surrounding land — feeds both fermentation and reduction to bottling strength, threading a consistent mineral signature through every stage. The Glen of the River Fiddich's stable valley microclimate and stone-walled dunnage warehouses with earthen floors slow the interaction between spirit and wood, allowing the <strong>18–20% ex-Oloroso sherry European oak component</strong> to integrate gradually alongside the dominant ex-bourbon American white oak casks over a minimum of 18 years. Before bottling, all constituent casks are <strong>married in large oak tuns</strong> — a mandatory house step that rounds the seams between bourbon-driven orchard fruit and sherry-derived dried-fruit depth. What distinguishes the 18 YO within the core range is precisely this sherry proportion: meaningfully higher than the 12 YO's approximate 15%, yet the distillery's characteristically small, swan-neck pot stills preserve the light, high-reflux new make that prevents the sherry from dominating. The 2025 Chinese New Year gift pack presents this age statement in commemorative packaging without altering the liquid.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,HIGH,0,0,0
LWH1161BU,Johnnie Walker  Black Ruby (1 L),Wine product,Scotland,,,"A ruby-cask-finished expression from Johnnie Walker's pan-Scotland blending house — ~40 malt and grain whiskies, minimum 12 years, 1L.","<p>John Walker's founding insight in 1820 Kilmarnock was borrowed directly from tea merchants: blend across regions and seasons to eliminate batch variation — a principle that now governs a reserve of approximately <strong>10 million casks</strong> under master blender Dr. Emma Walker, the first woman to hold the role in the brand's two-century history. Black Ruby applies that architecture to a <strong>ruby-cask finishing layer</strong> over the standard Black Label base, drawing on approximately <strong>40 malt and grain whiskies all aged a minimum of 12 years</strong>. The structural spine remains the house trilogy: <strong>Cardhu (Speyside)</strong> for honeyed fruit-forward sweetness, <strong>Caol Ila (Islay)</strong> for clean maritime peat, and <strong>Clynelish (Highland)</strong> for waxy coastal depth — a combination architecturally impossible for any single-region producer to replicate. The ruby-cask finish is the transgression here: introducing dried-fruit richness and deeper color into a blend category that conventionally relies on ex-bourbon and ex-Sherry oak alone. Bottled at <strong>40% ABV</strong> and chill-filtered for batch consistency. No vintage declaration applies — the non-vintage philosophy is deliberate, prioritizing house character over year-to-year variation.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,validated,A,HIGH,0,0,0
LWH1170CN,The Macallan  The Harmony Collection Vibrant Oak (700 ml),Whisky,Scotland,Speyside,Speyside,Easter Elchies Estate Speyside malt shaped by American oak-forward cask selection — Macallan's Harmony series breaks from its sherry-bomb signature.,"<p>The Harmony Collection is The Macallan's deliberate departure from its own orthodoxy: where the core Sherry Oak range is built on 100% Oloroso-seasoned European oak, <strong>Vibrant Oak pivots toward American oak casks</strong>, producing a lighter, more citrus-driven profile that sits in direct contrast to the raisin-and-dark-chocolate house signature. That transgression is the point. Distilled at <strong>Easter Elchies Estate</strong> on the north-west slopes of the River Spey valley near Craigellachie, Moray — 485 acres of alluvial soil fed by on-site spring water — the spirit begins its life in <strong>famously squat, 3,900-litre spirit stills</strong> cast from death-mask replicas of the original Macallan shapes by coppersmith Forsyths. That small-still geometry limits copper-vapour contact, producing a heavier, oilier new make than any Speyside peer of comparable volume. <strong>Double distillation</strong> from unpeated barley mashed in a 17-tonne lauter mash tun, fermented ~55–60 hours in 35,000-litre stainless washbacks to ~9.5% ABV wash. The Harmony series is bottled at natural colour — <strong>no E150a added</strong> — with all hue derived entirely from wood. What distinguishes Vibrant Oak within the Macallan portfolio is precisely this: American oak's faster-extracting vanillin and coconut lactones are allowed to lead, a configuration the distillery almost never permits in its flagship lines.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,HIGH,0,0,0
LWH1179DG,Nikka MIYAGIKYO Discovery - Peated (700 ml),Whisky,Japan,Miyagikyo,Miyagikyo,"Miyagikyo's steam-heated, high-reflux stills meet deliberate peating — a structural inversion of the distillery's signature floral identity.","<p>When Masataka Taketsuru established Miyagikyo in 1969, he engineered its pot stills with bulging necks and upward lyne arms specifically to maximise reflux and strip away heavy congeners — the architectural opposite of his coal-fired Yoichi stills. The Discovery Peated release deliberately contradicts that founding logic, introducing peat smoke into a distillery whose entire still design was built to produce lightness.</p><p>Miyagikyo sits in a forested valley west of Sendai, fed by the Hirose and Nikkawa rivers drawing snowmelt from the Zao Mountain Range. That water source is among the softest of any Japanese distillery, and the humid, cool forest microclimate encourages slow, even maturation — conditions that here work to integrate smoke rather than amplify it.</p><p><strong>Steam-heated distillation at 130°C</strong> drives the high-reflux character even in this peated iteration, meaning the smoke arrives through a lighter, more aromatic spirit base than a direct-fired still would produce. <strong>Fermentation runs through 22 stainless-steel washbacks</strong>, preserving ester development. Cask regime details are not publicly disclosed by Nikka.</p><p>The special feature: peat smoke filtered through a still architecture engineered to suppress heavy compounds — producing a phenolic profile with unusual delicacy rather than the coastal weight of Yoichi.</p><p>As a non-vintage expression, character is consistent across batches; the drinking window is open now, with the light spirit base making extended cellaring less critical than for heavier peated malts.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,HIGH,0,0,0
LWH1188AB,Glen Scotia  Festival Scotch Whisky (700 ml),Whisky,Scotland,Campbeltown,Campbeltown,"Campbeltown single malt with peaty smoke, coastal character, and warming oak spice—a versatile dram for meat and dark chocolate.","<p>Glen Scotia is an active single malt Scotch whisky from Campbeltown, Scotland's historic whisky region. This expression balances <strong>peaty smoke and coastal brine</strong> in the primary layer with <strong>vanilla oak sweetness</strong> from cask maturation, finishing with <strong>leather and tobacco complexity</strong> that deepens with time in glass. Medium-full bodied with moderate spice and structure, it suits grilled red meat, braised beef, and cured charcuterie, as well as dark chocolate pairings.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,B,HIGH,0,0,0
LWH1192AB,Glen Scotia  10 Year Old Unpeated Single Malt Whisky (700 ml),Whisky,Scotland,Campbeltown,Campbeltown,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,HIGH,0,0,0
LWH1200AB,The Legendary Silkie The Midnight Silkie Irish Whiskey (700 ml),Whisky,Ireland,Ireland,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,HIGH,0,0,0
LWH1204DG,Limestone Private Cask Rye (375 ml),Whisky,USA,Kentucky,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,HIGH,0,0,0
LWH1205DG,Mackintosh Blended Malt Scotch (750 ml),Whisky,Scotland,Speyside,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,HIGH,0,0,0
LWH1212AE,Kilchoman Batch Strength (700 ml),Whisky,Scotland,Islay,Islay,"Islay single malt with bold peat smoke, coastal brine, and dark malt complexity. Batch-strength intensity.","<p>Kilchoman Batch Strength is a non-age-statement single malt from Islay's active distillery, bottled at cask strength to preserve the full character of the spirit. The profile opens with assertive peat smoke and briny coastal minerality, grounded by dark malt and heather-honey sweetness. Oak influence introduces charred wood, vanilla, and black pepper; extended maturation adds layers of dried fruit, leather, and earthy complexity. A full-bodied, warming dram suited to contemplative sipping or pairing with robust cuisine.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,B,HIGH,0,0,0
LWH1217AA,Glenfiddich Sherry Cask Finish 12 Years Old (700 ml),Whisky,Scotland,Speyside,Speyside,"Speyside's lightest house style meets Oloroso sherry: ~15% ex-sherry casks, 6-month tun marriage, Robbie Dhu spring water, bottled at Dufftown.","<p>When William Grant ran the first spirit at Dufftown on Christmas Day 1887, he built his stills small and pear-shaped by design — a deliberate choice to maximise copper contact and strip out heavy congeners, locking in the light, orchard-fruit character that defines Glenfiddich to this day. That same logic governs the 12 Year Old Sherry Cask Finish: the house's signature delicacy is the canvas, and Oloroso sherry oak is the contrast layer, not the foundation.</p><p>The distillery sits at the base of the Conval Hills in the Glen of the River Fiddich, drawing exclusively from the <strong>Robbie Dhu Spring</strong> — a mineral-rich highland source whose catchment the Grant family protected by acquiring the surrounding land. The valley's stable microclimate feeds stone-walled dunnage warehouses with earthen floors, where temperature swings are slow and maturation is unhurried.</p><p>The cask regime runs approximately <strong>85% ex-bourbon American white oak / 15% ex-Oloroso sherry European oak</strong> for a minimum of 12 years, followed by a mandatory <strong>6-month marriage in 2,000-litre oak tuns</strong> — a step that integrates the two oak streams into a single coherent spirit rather than leaving them in tension. Reduction to <strong>40% ABV</strong> uses Robbie Dhu spring water; the expression is chill-filtered at standard strength.</p><p>What sets this apart within the Speyside 12-year tier is the deliberate restraint of the sherry component: where peers lean into sherry as the dominant signature, Glenfiddich uses it as a structural counterweight to its characteristically lean new make — dried stone fruit and baking spice arriving against a backdrop of green pear and vanilla rather than overwhelming them. No vintage declaration applies; this is a non-vintage, age-statement expression from one of the few Scotch distilleries to distill, mature, and bottle entirely on a single site.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,HIGH,0,0,0
